gene_name,entrezgene_id,padj,Log2FC,absLogFC
PLA2G4C,8605,8.93e-05,0.300200397,0.300200397
IGLL5,100423062,0.000875034,0.300240989,0.300240989
JUP,3728,1.48e-15,-0.300312121,0.300312121
BCL7A,605,1.25e-13,-0.300447062,0.300447062
ITPA,3704,1.24e-08,0.300510271,0.300510271
PRKACA,5566,2.44e-31,-0.300512243,0.300512243
FAM210B,116151,2.39e-05,-0.300693738,0.300693738
ATXN1,6310,4.16e-16,0.300736035,0.300736035
PRMT3,10196,2.02e-20,0.300827782,0.300827782
CTDSPL2,51496,7.63e-16,0.300839724,0.300839724
RIPK4,54101,3.88e-10,-0.300939019,0.300939019
RABEPK,10244,8.12e-14,0.30102047,0.30102047
EFNA5,1946,4.25e-06,-0.301153363,0.301153363
STX18,53407,3.19e-10,-0.301250558,0.301250558
DPYSL4,10570,9e-07,-0.301493688,0.301493688
KLHL22,84861,1.76e-17,-0.30162834,0.30162834
RPA2,6118,2.35e-25,0.301642076,0.301642076
CIR1,9541,1.32e-12,0.301981769,0.301981769
NUB1,51667,9.25e-21,0.302246582,0.302246582
CNTN4,152330,0.073622777,0.302267864,0.302267864
SMOC2,64094,0.016692506,-0.302452516,0.302452516
TRAPPC10,7109,3.78e-28,-0.302504802,0.302504802
JAK2,3717,3.81e-15,0.302633688,0.302633688
EIF4A1,1973,7.54e-26,0.303025433,0.303025433
NRBP2,340371,2.34e-12,0.303037985,0.303037985
DPAGT1,1798,3.8e-06,0.303262283,0.303262283
MGMT,4255,2.94e-07,-0.303289573,0.303289573
PRPH,5630,1.83e-09,0.303441139,0.303441139
FAM32A,26017,4.13e-15,0.303475225,0.303475225
IGF2BP1,10642,7.93e-07,-0.303570059,0.303570059
MEF2D,4209,4e-14,0.303663207,0.303663207
WWC3,55841,3.46e-12,0.303734736,0.303734736
FNBP1L,54874,7.06e-21,-0.303802638,0.303802638
NRDC,4898,9.58e-23,0.303812381,0.303812381
LIMCH1,22998,2.07e-16,-0.303931843,0.303931843
PSMD12,5718,5.7e-31,0.304293147,0.304293147
RAB6A,5870,1.38e-21,0.304420401,0.304420401
LYVE1,10894,0.000630403,-0.304579186,0.304579186
TRIP6,7205,2.84e-17,-0.304766062,0.304766062
CYP20A1,57404,4.69e-11,-0.305156246,0.305156246
SPAG1,6674,2.33e-08,0.305244152,0.305244152
PLEKHB2,55041,5.14e-11,-0.305261517,0.305261517
AHSA1,10598,2.41e-20,-0.305423695,0.305423695
CCS,9973,6.93e-13,0.305740545,0.305740545
WDR3,10885,2.35e-22,0.30590222,0.30590222
AVEN,57099,4.8e-17,0.306003347,0.306003347
CREB1,1385,2.31e-15,0.306070349,0.306070349
C18orf32,497661,2.12e-06,-0.306077196,0.306077196
ATXN2,6311,8.32e-22,-0.306184428,0.306184428
ABI3BP,25890,0.002418924,0.306284471,0.306284471
CMC4,100272147,0.009422445,-0.306430688,0.306430688
YWHAG,7532,4.44e-38,0.306569588,0.306569588
DMAC1,90871,1.71e-05,-0.307087043,0.307087043
SDK1,221935,0.000215058,0.30724421,0.30724421
FBLL1,345630,8.91e-22,0.307499145,0.307499145
B4GALT1,2683,1.74e-09,0.307521602,0.307521602
VPS13D,55187,1.38e-24,-0.307522682,0.307522682
JOSD2,126119,3.43e-10,0.307553988,0.307553988
CAPN1,823,3.57e-26,0.307599058,0.307599058
TCEAL2,140597,2.13e-09,-0.30778159,0.30778159
PNMA2,10687,0.002225483,0.307843127,0.307843127
YWHAZ,7534,2.53e-24,0.3082061,0.3082061
ATM,472,3.21e-18,0.308352323,0.308352323
PHF11,51131,9.48e-08,0.308380511,0.308380511
DPYSL3,1809,4.71e-06,0.30846656,0.30846656
DIS3,22894,1.6e-31,0.308476051,0.308476051
FAM114A2,10827,7.45e-22,0.308771573,0.308771573
BOLA2,552900,4e-20,0.308959223,0.308959223
UNC13B,10497,4.06e-16,-0.309235876,0.309235876
WNK1,65125,6.23e-30,0.309300662,0.309300662
IGLL1,3543,0.000343102,0.309367915,0.309367915
ACBD4,79777,3.68e-06,-0.309490625,0.309490625
INPP5A,3632,4.26e-14,-0.309524228,0.309524228
AP2B1,163,5.21e-37,-0.309817154,0.309817154
NOL6,65083,1.09e-25,0.310090833,0.310090833
REL,5966,1.36e-15,0.310125867,0.310125867
VPS39,23339,3.57e-35,0.310224135,0.310224135
BSCL2,26580,0.000142567,0.310303137,0.310303137
SPAST,6683,1.59e-26,0.310377021,0.310377021
SH3BP5,9467,1.81e-13,-0.310424125,0.310424125
ALCAM,214,9.4e-07,-0.310475867,0.310475867
PHKA1,5255,2.21e-09,0.310566671,0.310566671
CIRBP,1153,2.05e-15,-0.310722129,0.310722129
PPP1R21,129285,1.49e-24,-0.310749961,0.310749961
ERI1,90459,2.66e-15,0.310888724,0.310888724
CLNS1A,1207,9.04e-26,0.311702788,0.311702788
FGL2,10875,0.000216478,0.31170742,0.31170742
EPM2A,7957,4.77e-07,-0.311710609,0.311710609
CADPS2,93664,1.11e-18,-0.311864333,0.311864333
RAB11FIP5,26056,3.98e-12,-0.311893734,0.311893734
FRMD3,257019,0.000399869,-0.311940836,0.311940836
GABARAPL1,23710,8.64e-17,-0.311995897,0.311995897
SH3GL1,6455,1.92e-23,0.312117859,0.312117859
DCAF6,55827,1.29e-24,0.312256732,0.312256732
AUP1,550,7.17e-13,0.312257374,0.312257374
ACTN2,88,2.77e-18,-0.31257875,0.31257875
CHID1,66005,6.06e-15,-0.31266345,0.31266345
STRIP2,57464,7.99e-10,-0.312782694,0.312782694
HEG1,57493,7.33e-06,0.312851783,0.312851783
RBM7,10179,9.8e-19,0.312891181,0.312891181
MEF2A,4205,2.95e-09,0.313016344,0.313016344
KIRREL1,55243,2.52e-10,-0.313090476,0.313090476
DCLK2,166614,1.78e-09,0.313144585,0.313144585
BCL10,8915,1.86e-17,0.31317034,0.31317034
RAD54L2,23132,0.002126456,-0.313199487,0.313199487
ATL2,64225,1.94e-12,-0.313296965,0.313296965
PHF21A,51317,2.83e-14,0.313318485,0.313318485
TOMM34,10953,1.66e-17,-0.313344992,0.313344992
PTP4A2,8073,4.91e-19,-0.313384613,0.313384613
TBCA,6902,3.74e-16,0.313390225,0.313390225
QSOX2,169714,3.47e-13,0.313398828,0.313398828
PWP2,5822,3.21e-22,0.313447829,0.313447829
VPS26C,10311,9.43e-21,-0.313482342,0.313482342
DNPEP,23549,8.24e-19,0.314113062,0.314113062
GBE1,2632,1.23e-08,0.314147869,0.314147869
RPL38,6169,1.76e-12,0.314491469,0.314491469
CEP112,201134,1.37e-11,0.314582622,0.314582622
UBE2J1,51465,1.3e-06,0.314587887,0.314587887
DENND4A,10260,2.43e-28,0.314729499,0.314729499
UTP4,84916,1.1e-27,0.314738855,0.314738855
OXLD1,339229,8.12e-09,-0.314766489,0.314766489
AKAP13,11214,6.24e-24,0.314949271,0.314949271
IQGAP3,128239,3.04e-22,0.314952742,0.314952742
FAIM,55179,3.67e-12,0.315163366,0.315163366
SEC61A1,29927,8.86e-11,0.315200462,0.315200462
LILRB5,10990,6.73e-06,0.315310287,0.315310287
SRA1,10011,7.71e-24,0.315425016,0.315425016
ARL1,400,1.46e-24,0.315498955,0.315498955
FOLR2,2350,0.000297489,0.315608551,0.315608551
PPP4R1,9989,1.07e-33,0.315760222,0.315760222
ATF7IP,55729,3.08e-26,0.31594091,0.31594091
CBLB,868,1.6e-11,0.316025531,0.316025531
RPLP1,6176,3.76e-13,0.316061004,0.316061004
CPE,1363,4.18e-05,0.316091594,0.316091594
TOMM22,56993,1.81e-11,-0.316182749,0.316182749
ARFGEF3,57221,4.23e-05,0.316282885,0.316282885
TPCN1,53373,7.92e-08,-0.31647116,0.31647116
RAB33B,83452,8.12e-20,0.316599419,0.316599419
DHX32,55760,7.08e-16,0.316697712,0.316697712
SLC12A6,9990,2.08e-14,-0.316722122,0.316722122
POLA1,5422,1.04e-10,0.316844189,0.316844189
DDX47,51202,4e-26,0.316901851,0.316901851
MAPK3,5595,1.14e-22,0.31701961,0.31701961
STARD13,90627,5.05e-19,0.317066567,0.317066567
SH3BP2,6452,1.98e-14,0.317114831,0.317114831
NRCAM,4897,8.55e-05,-0.317121486,0.317121486
ACTN3,89,4.55e-19,-0.317149824,0.317149824
ACTR6,64431,2.54e-13,0.317295413,0.317295413
RRP8,23378,6.5e-19,0.317297036,0.317297036
LY75,4065,9.05e-08,0.317384835,0.317384835
ACSS2,55902,2.48e-15,-0.317561678,0.317561678
TTC28,23331,5.68e-23,0.317651385,0.317651385
LRPAP1,4043,4.08e-11,-0.317716637,0.317716637
FLYWCH2,114984,6.49e-15,0.317898539,0.317898539
RAI1,10743,1.2e-14,0.317987791,0.317987791
TXNRD3,114112,8.18e-15,-0.318396405,0.318396405
URB2,9816,2.28e-19,0.318466987,0.318466987
PLA2G15,23659,7.14e-12,-0.318477607,0.318477607
RPL14,9045,4.34e-09,0.319494431,0.319494431
CHMP4B,128866,1.36e-24,0.319544039,0.319544039
CRACR2A,84766,1.07e-14,0.319618472,0.319618472
ANXA7,310,2.6e-27,-0.319792272,0.319792272
GNA11,2767,3.06e-20,-0.31979423,0.31979423
GSDME,1687,9.09e-10,0.319933462,0.319933462
JCAD,57608,6.66e-08,0.319957969,0.319957969
HINT1,3094,2.05e-18,0.320000843,0.320000843
SIPA1L3,23094,1.77e-17,-0.320097831,0.320097831
CLTCL1,8218,2.52e-32,-0.32017011,0.32017011
PIGK,10026,1.13e-12,0.320183984,0.320183984
ARAP3,64411,6.48e-12,0.320462895,0.320462895
GNPTG,84572,7.92e-14,0.320831185,0.320831185
PARP10,84875,6.24e-26,0.32092247,0.32092247
SPNS1,83985,9.64e-14,0.320997298,0.320997298
TMOD3,29766,1.26e-35,-0.321187172,0.321187172
PSMA5,5686,2.05e-30,0.321204256,0.321204256
SLC25A46,91137,2.48e-09,-0.321207095,0.321207095
CDC123,8872,3.29e-20,0.32124455,0.32124455
PI4K2B,55300,4.45e-09,0.32134024,0.32134024
BBIP1,92482,2.95e-12,-0.32139539,0.32139539
FMNL3,91010,4.11e-17,0.32140904,0.32140904
TMEM63B,55362,1.93e-11,0.321482102,0.321482102
NOC2L,26155,2.01e-18,0.321488678,0.321488678
LBR,3930,2.36e-11,0.321586208,0.321586208
KRT9,3857,0.008253419,0.321816175,0.321816175
KRI1,65095,1.47e-21,0.321861392,0.321861392
RABL6,55684,2.31e-25,-0.322193711,0.322193711
BOK,666,4e-11,-0.322283644,0.322283644
DGKZ,8525,3.5e-18,0.322397121,0.322397121
ERCC5,2073,1.61e-23,0.32240799,0.32240799
TPSAB1,7177,0.00508071,0.322544367,0.322544367
SC5D,6309,1.06e-07,-0.322702747,0.322702747
ITPR2,3709,5.47e-18,-0.323071593,0.323071593
TM9SF2,9375,1.67e-16,0.323078168,0.323078168
SDCCAG8,10806,1.33e-11,0.323108308,0.323108308
ADGRL4,64123,2.3e-06,0.323287623,0.323287623
CLTA,1211,1.25e-21,-0.323332909,0.323332909
ACP2,53,5.57e-14,-0.3235755,0.3235755
TBC1D20,128637,2.12e-14,0.323672819,0.323672819
HP,3240,0.010437382,0.323762663,0.323762663
ZCCHC8,55596,4.33e-28,0.323819201,0.323819201
AKR7A2,8574,3.17e-11,-0.323844277,0.323844277
RPL26,6154,8.28e-12,0.323921242,0.323921242
CTPS1,1503,2.05e-14,0.32393891,0.32393891
CAMSAP1,157922,5.01e-37,0.324079344,0.324079344
CAT,847,0.000264689,-0.324159379,0.324159379
TACC2,10579,8.69e-14,-0.324483954,0.324483954
HYPK,25764,8.49e-21,0.324608568,0.324608568
ARG2,384,0.008653101,-0.324616838,0.324616838
PLTP,5360,0.000140191,0.324674234,0.324674234
AK1,203,2.54e-06,-0.324752742,0.324752742
SFXN4,119559,1.83e-07,-0.324865021,0.324865021
RAP1GAP2,23108,3.54e-11,-0.324938278,0.324938278
NACC2,138151,5.14e-07,-0.324972247,0.324972247
RAB6B,51560,4.49e-17,0.324992569,0.324992569
HSPA12B,116835,2.85e-10,-0.325027452,0.325027452
STAT5A,6776,1.55e-28,0.325070911,0.325070911
DNAJB12,54788,4.41e-14,-0.325137065,0.325137065
CD109,135228,1.24e-07,0.325138501,0.325138501
PYCR2,29920,2.54e-08,0.325437391,0.325437391
PRPSAP1,5635,1.88e-19,0.325567714,0.325567714
PDK3,5165,1.18e-06,-0.32571995,0.32571995
ANTXR1,84168,4.7e-09,0.325896748,0.325896748
IRS1,3667,1.47e-08,-0.325928831,0.325928831
CP,1356,0.000257995,0.326054901,0.326054901
C1QA,712,9.78e-05,0.326184912,0.326184912
OXA1L,5018,5.99e-08,-0.326273993,0.326273993
VCL,7414,3.75e-09,-0.326423815,0.326423815
CFAP97,57587,1.09e-11,0.326444519,0.326444519
LEP,3952,0.007064448,-0.326638493,0.326638493
UBA7,7318,4.02e-14,0.326710339,0.326710339
SLMAP,7871,2.97e-18,-0.327049105,0.327049105
GALNT10,55568,8.06e-09,0.327074244,0.327074244
DFFB,1677,7.7e-15,-0.327131076,0.327131076
WDR55,54853,3.18e-16,0.32721225,0.32721225
RASIP1,54922,2.64e-07,0.327348391,0.327348391
MCF2L,23263,4.63e-10,0.327556348,0.327556348
USP30,84749,2.73e-08,-0.327722569,0.327722569
FCN3,8547,0.000610101,0.328005294,0.328005294
ERG28,11161,9.86e-10,-0.328055402,0.328055402
PHB2,11331,6.08e-13,-0.328160334,0.328160334
UBAC2,337867,1.28e-10,0.328224688,0.328224688
NEDD4,4734,1.68e-20,0.328470502,0.328470502
GLMN,11146,3.13e-20,0.328473074,0.328473074
PRKCH,5583,1.97e-11,0.328516993,0.328516993
SNX16,64089,2.7e-15,0.328547467,0.328547467
COMMD7,149951,2.93e-22,-0.328851151,0.328851151
MRTFA,57591,3.01e-17,0.329013304,0.329013304
DDX10,1662,3.98e-25,0.32907089,0.32907089
AGK,55750,4.21e-09,-0.329282067,0.329282067
TTC19,54902,3.19e-17,-0.329467024,0.329467024
AFAP1,60312,6.9e-11,0.329587408,0.329587408
SALL1,6299,1.57e-07,-0.329612288,0.329612288
TGOLN2,10618,2.6e-11,0.329619005,0.329619005
TXNDC12,51060,2.46e-29,0.329894371,0.329894371
ARHGAP1,392,1.72e-14,0.329981999,0.329981999
RECK,8434,6.85e-08,-0.329988512,0.329988512
SETDB1,9869,1.74e-33,0.330015309,0.330015309
TRMT11,60487,3.44e-15,-0.330061386,0.330061386
SCAMP3,10067,1.51e-17,0.330082019,0.330082019
CENPC,1060,3.63e-23,0.330103844,0.330103844
FMR1,2332,3.14e-31,-0.3302841,0.3302841
MYH11,4629,0.001638152,-0.330291123,0.330291123
NEURL4,84461,6.13e-15,-0.330311502,0.330311502
RIOK1,83732,7.4e-18,0.330357501,0.330357501
BLOC1S4,55330,9.67e-20,0.330438582,0.330438582
NPC1,4864,9.93e-10,0.330489822,0.330489822
DUSP12,11266,2.23e-29,0.330633822,0.330633822
CCDC97,90324,3.26e-16,0.33073163,0.33073163
LRP10,26020,6.77e-05,-0.330906664,0.330906664
MYO10,4651,6.54e-06,-0.331021773,0.331021773
BCHE,590,0.000348703,0.331086486,0.331086486
CIC,23152,7.73e-34,0.331134541,0.331134541
MAP7D2,256714,0.00381115,0.331791525,0.331791525
RARA,5914,2.37e-10,0.332058769,0.332058769
SSC5D,284297,0.001319576,0.332158394,0.332158394
GRWD1,83743,2.69e-31,0.332279019,0.332279019
ZNF512,84450,5.08e-05,0.332439425,0.332439425
RRM2,6241,2.29e-10,0.332468788,0.332468788
HNF4G,3174,1.19e-06,-0.332481677,0.332481677
BICD2,23299,5.74e-31,0.332635718,0.332635718
RPS6KB2,6199,4.3e-17,0.332923449,0.332923449
RPS6KA4,8986,2.99e-21,0.332937843,0.332937843
TMEM131,23505,7.6e-15,0.332940483,0.332940483
WIPI1,55062,1.2e-13,-0.333162325,0.333162325
RPS25,6230,1.09e-13,0.333359407,0.333359407
NUDT3,11165,5.35e-17,0.333377242,0.333377242
CAPZA1,829,9.97e-27,0.333675989,0.333675989
DYNLT3,6990,6.31e-10,-0.333691131,0.333691131
FOXK1,221937,1.15e-22,0.333731125,0.333731125
HIKESHI,51501,7.49e-10,0.333954297,0.333954297
SEL1L,6400,8.81e-15,0.334274584,0.334274584
PACSIN1,29993,3.74e-13,-0.334280614,0.334280614
ARL6IP5,10550,6.15e-13,0.334320637,0.334320637
RUBCN,9711,1.39e-10,0.334342501,0.334342501
HSP90B1,7184,1.18e-15,0.334442525,0.334442525
DGUOK,1716,7.29e-13,-0.334649454,0.334649454
MICAL1,64780,4.02e-13,0.334665968,0.334665968
SEMA4A,64218,6.36e-09,0.335081259,0.335081259
FUNDC2,65991,1.31e-07,-0.335160778,0.335160778
EMC8,10328,5.43e-21,-0.335177969,0.335177969
KHNYN,23351,9.81e-26,0.335206001,0.335206001
CYSTM1,84418,2.28e-10,-0.335224684,0.335224684
PDCD6IP,10015,1.36e-27,-0.335373703,0.335373703
PPIC,5480,1.54e-05,0.335396653,0.335396653
ARPC5,10092,3.22e-21,0.335563371,0.335563371
PSMB4,5692,5.27e-23,0.335905466,0.335905466
AGFG2,3268,9.19e-19,-0.335928139,0.335928139
SLC25A12,8604,4.82e-10,-0.336049198,0.336049198
PKNOX1,5316,1.12e-05,0.336192746,0.336192746
DGKA,1606,9.17e-08,0.336199258,0.336199258
ABHD12,26090,2.21e-13,0.336212458,0.336212458
XPNPEP1,7511,9.59e-18,0.336215199,0.336215199
AGO2,27161,6.07e-26,0.336334692,0.336334692
RHOT2,89941,4.05e-13,-0.336415116,0.336415116
TJP2,9414,1.69e-17,-0.336672834,0.336672834
LRRC58,116064,3.56e-10,-0.336740942,0.336740942
DLG3,1741,6.15e-19,-0.336872618,0.336872618
HMGB3,3149,2.1e-15,-0.336899945,0.336899945
OPA3,80207,5.83e-09,-0.336916237,0.336916237
DOCK5,80005,1.29e-25,0.336990567,0.336990567
CEPT1,10390,1.24e-12,0.337005642,0.337005642
APOL1,8542,0.000222446,0.337145894,0.337145894
SSH1,54434,2.8e-18,0.337187661,0.337187661
MPZL1,9019,5.03e-12,0.337353858,0.337353858
PFDN6,10471,2.82e-27,0.33735446,0.33735446
LMF2,91289,1.14e-12,0.337827545,0.337827545
MPG,4350,1.76e-22,0.337832508,0.337832508
RPL18A,6142,2.23e-13,0.33790843,0.33790843
TRIP4,9325,5.15e-33,0.338130125,0.338130125
LPCAT3,10162,1.59e-05,0.338194817,0.338194817
CLINT1,9685,3.96e-31,-0.338212169,0.338212169
MTHFD2L,441024,2.21e-07,0.338276152,0.338276152
SEC63,11231,3.22e-12,0.338384111,0.338384111
CD38,952,2.87e-05,0.338436951,0.338436951
BMP2K,55589,1.59e-24,0.338507864,0.338507864
VBP1,7411,5.09e-27,0.338630295,0.338630295
KIFC1,3833,1.78e-11,-0.338640626,0.338640626
UTP3,57050,2.59e-21,0.338661758,0.338661758
ANKRD22,118932,2.42e-06,0.338667247,0.338667247
TMED4,222068,2.55e-18,0.339053719,0.339053719
NAA15,80155,3.21e-30,0.339115688,0.339115688
RICTOR,253260,8.43e-41,-0.339148587,0.339148587
C2CD2L,9854,1.32e-10,-0.339250421,0.339250421
ARMH3,79591,1.07e-31,0.339262018,0.339262018
RAB30,27314,2.33e-21,0.33932926,0.33932926
MRTO4,51154,2.58e-23,0.339362709,0.339362709
RGCC,28984,4.99e-05,0.339613263,0.339613263
RRM1,6240,2.01e-20,0.339712666,0.339712666
TMED2,10959,5.58e-13,0.340144531,0.340144531
RPS6KB1,6198,1.81e-32,0.340161021,0.340161021
APTX,54840,1e-23,-0.340201889,0.340201889
ZNF326,284695,1.64e-29,-0.340292133,0.340292133
TWSG1,57045,8.48e-07,-0.340600457,0.340600457
METTL7A,25840,2.94e-06,-0.340816234,0.340816234
INSR,3643,1.73e-10,0.340977336,0.340977336
NCSTN,23385,7.51e-18,0.341009004,0.341009004
APPL1,26060,6.59e-24,-0.341177481,0.341177481
NOC3L,64318,3.63e-19,0.341239807,0.341239807
SURF2,6835,2.24e-15,-0.341245175,0.341245175
DENND5A,23258,2.03e-16,0.341608744,0.341608744
PPP1R9A,55607,2.71e-14,-0.341798631,0.341798631
LRRC57,255252,1.5e-22,-0.341910774,0.341910774
SFSWAP,6433,5.59e-28,0.341922407,0.341922407
CIAO2A,84191,9.4e-19,0.341968365,0.341968365
STON1,11037,2.01e-08,-0.342122258,0.342122258
CLU,1191,6.81e-05,-0.342143092,0.342143092
MYO1E,4643,3.42e-23,0.342301506,0.342301506
CCDC90B,60492,2.93e-10,-0.342357604,0.342357604
FGGY,55277,5.47e-11,-0.342693421,0.342693421
LRRC1,55227,5.09e-18,-0.34285612,0.34285612
EIF2B1,1967,1.68e-31,0.342924338,0.342924338
TBCK,93627,5.45e-24,-0.342957574,0.342957574
MASP2,10747,2.01e-05,-0.34297515,0.34297515
CAPN9,10753,1.73e-08,0.34298892,0.34298892
PRIM2,5558,2.97e-15,0.343381996,0.343381996
KIAA1217,56243,3.65e-24,-0.34345893,0.34345893
RRP7A,27341,8.02e-26,0.343702192,0.343702192
PLAT,5327,0.000702923,-0.343849345,0.343849345
PLCB4,5332,2.12e-06,0.343977542,0.343977542
NFAT5,10725,1.59e-13,-0.344030357,0.344030357
DIABLO,56616,7.9e-14,-0.344235433,0.344235433
SPR,6697,7.28e-13,-0.344358196,0.344358196
CUTC,51076,1.95e-14,0.344643487,0.344643487
UACA,55075,1.57e-15,0.34469508,0.34469508
CLSTN1,22883,1.1e-08,-0.344982058,0.344982058
FBXL15,79176,1.41e-17,-0.345081566,0.345081566
TTC1,7265,8.26e-21,0.345283132,0.345283132
RABL3,285282,3.88e-20,-0.345329256,0.345329256
KCTD9,54793,2.43e-17,0.345363645,0.345363645
MAPK11,5600,1.67e-07,-0.345502733,0.345502733
TXNDC9,10190,1.48e-25,0.345843648,0.345843648
IFIT5,24138,2.74e-20,0.345963841,0.345963841
PRKAB2,5565,1.98e-19,0.346143929,0.346143929
CEP250,11190,2.31e-19,0.346341558,0.346341558
RCBTB1,55213,1.04e-09,-0.346464688,0.346464688
WDR75,84128,3.79e-30,0.346802542,0.346802542
SLC2A5,6518,0.003429922,-0.346900794,0.346900794
PDIA4,9601,4.15e-13,0.347033834,0.347033834
DLGAP4,22839,8.7e-22,0.347170289,0.347170289
MPP2,4355,4.12e-14,-0.34765959,0.34765959
BNIP3,664,1.66e-05,0.347867909,0.347867909
PPP6R1,22870,6.77e-32,0.347927761,0.347927761
CD55,1604,5.1e-08,-0.348071133,0.348071133
PAN2,9924,1.26e-33,0.34818255,0.34818255
EMC4,51234,9.06e-15,-0.348270209,0.348270209
VLDLR,7436,1.22e-07,0.348283512,0.348283512
RCC2,55920,9.09e-21,0.348326932,0.348326932
DMPK,1760,0.000227157,0.348415026,0.348415026
EAPP,55837,4.1e-15,0.348417497,0.348417497
PIGU,128869,1.56e-10,0.348672049,0.348672049
CDK4,1019,7.47e-23,0.348898477,0.348898477
HAAO,23498,4.42e-09,-0.349075252,0.349075252
PDLIM5,10611,3.31e-13,-0.349192367,0.349192367
PRR14,78994,7.65e-14,0.349343376,0.349343376
TMEM245,23731,1.32e-10,-0.349490309,0.349490309
IL18,3606,4.9e-09,0.349646039,0.349646039
FLOT1,10211,3.62e-19,0.349714954,0.349714954
NECAP2,55707,8.12e-27,0.349763674,0.349763674
TTC3,7267,1.36e-07,0.349826727,0.349826727
C2orf69,205327,4.13e-19,-0.350087579,0.350087579
GFER,2671,2.42e-12,-0.350142995,0.350142995
C15orf48,84419,1.69e-06,-0.350339519,0.350339519
KRT1,3848,3.54e-14,0.350377789,0.350377789
SYNE3,161176,6.65e-14,0.350525796,0.350525796
SELP,6403,1.15e-06,0.350600533,0.350600533
ERI3,79033,2.31e-14,-0.350611617,0.350611617
GMPR,2766,6.66e-08,-0.351109119,0.351109119
FAM76B,143684,3.85e-13,0.351127487,0.351127487
RIC8B,55188,1.74e-21,0.351134092,0.351134092
ANKRD13D,338692,1.85e-17,0.351552986,0.351552986
SORCS2,57537,0.000197322,-0.351562004,0.351562004
TAGLN2,8407,5.33e-13,0.351688139,0.351688139
KIF11,3832,1.48e-05,-0.351691671,0.351691671
ISOC2,79763,2.51e-10,-0.352004683,0.352004683
RNLS,55328,6e-09,-0.352032047,0.352032047
DOCK11,139818,1.55e-10,0.352335353,0.352335353
PLEKHA1,59338,4.04e-12,0.352436964,0.352436964
UBE2I,7329,1.15e-19,0.352454278,0.352454278
TGIF1,7050,8.81e-05,0.352470091,0.352470091
PFDN4,5203,6.48e-22,0.352510069,0.352510069
RPS6KA1,6195,7.95e-23,-0.352718685,0.352718685
PTBP2,58155,8.68e-20,-0.352860728,0.352860728
WDR36,134430,6.87e-30,0.353063215,0.353063215
AP1G1,164,8.51e-21,-0.353137479,0.353137479
HPR,3250,0.00508071,0.353279496,0.353279496
TFDP2,7029,3.99e-09,-0.353331753,0.353331753
SAMD4A,23034,1.77e-12,0.353346708,0.353346708
CDNF,441549,1.59e-08,-0.353391588,0.353391588
PLXDC2,84898,8e-16,0.353402037,0.353402037
ANKRD49,54851,3.02e-16,0.353424846,0.353424846
MYO1D,4642,1.46e-09,-0.353770824,0.353770824
C12orf73,728568,1.25e-07,-0.353870247,0.353870247
BCL11B,64919,0.000411386,-0.353903952,0.353903952
NEDD4L,23327,5.2e-17,-0.354043856,0.354043856
TMEM176A,55365,1.35e-07,0.354098684,0.354098684
NLRX1,79671,2.95e-17,-0.354115557,0.354115557
NCOA7,135112,2.68e-22,-0.354472063,0.354472063
SSR3,6747,0.00115547,0.354512376,0.354512376
MYO5B,4645,3.55e-12,-0.354684037,0.354684037
FZD1,8321,3.28e-07,0.354714373,0.354714373
MOGS,7841,2.59e-18,0.35482531,0.35482531
STEAP3,55240,1.12e-05,0.35485277,0.35485277
IREB2,3658,5.65e-16,-0.355085908,0.355085908
MMP8,4317,0.000234193,0.355234662,0.355234662
KANK4,163782,2.29e-06,-0.355269579,0.355269579
ERGIC2,51290,2.86e-12,0.355613398,0.355613398
ATF7,11016,2.1e-17,0.355648576,0.355648576
NAGK,55577,1.25e-21,0.355845518,0.355845518
C9orf64,84267,2.35e-17,0.355884233,0.355884233
HAUS3,79441,5.8e-20,0.355991103,0.355991103
ISYNA1,51477,4.27e-09,-0.356144922,0.356144922
TSPYL5,85453,1.94e-07,-0.356172884,0.356172884
DNM1L,10059,2.27e-20,-0.356290519,0.356290519
TRAPPC3,27095,2.91e-28,-0.356541304,0.356541304
MAP3K6,9064,1.69e-18,0.356702259,0.356702259
APOH,350,9.88e-06,-0.356774939,0.356774939
APIP,51074,6.79e-17,-0.356829135,0.356829135
ANGPTL6,83854,0.000171859,0.356888438,0.356888438
TSPAN6,7105,6.85e-06,-0.356988799,0.356988799
JAK1,3716,2.01e-25,0.35700975,0.35700975
CAST,831,2.94e-25,0.357013631,0.357013631
THG1L,54974,7.11e-22,0.357115031,0.357115031
RABGAP1,23637,4.44e-27,-0.357140177,0.357140177
TRAPPC1,58485,9.06e-26,-0.357174116,0.357174116
RASA4,10156,1.33e-07,-0.357218672,0.357218672
APOA2,336,0.000190401,0.357322124,0.357322124
CLEC11A,6320,0.000139678,-0.357322893,0.357322893
PTPN23,25930,1.51e-39,-0.357456969,0.357456969
STRBP,55342,1.8e-32,-0.357685052,0.357685052
MAN2C1,4123,7.7e-14,0.357958503,0.357958503
PZP,5858,0.000131113,0.358012443,0.358012443
CAP2,10486,1.85e-14,0.358068546,0.358068546
TCEA3,6920,1.98e-10,0.358473014,0.358473014
TTC27,55622,5.78e-31,0.358537328,0.358537328
ADK,132,8.23e-26,-0.358633734,0.358633734
POLD1,5424,7.87e-34,0.358743452,0.358743452
FAM174A,345757,3.27e-17,0.358865114,0.358865114
MAGED2,10916,3.27e-18,0.359040704,0.359040704
