gene_name,entrezgene_id,padj,Log2FC,absLogFC
SLC6A16,28968,8.34e-13,-1.085365385,1.085365385
ENDOG,2021,1.48e-18,-1.085384389,1.085384389
RHOG,391,5.09e-68,1.086167121,1.086167121
ASAP1,50807,1.19e-74,1.086202172,1.086202172
GUCY1B1,2983,1.42e-65,1.086219389,1.086219389
NOX5,79400,6.72e-10,-1.086663572,1.086663572
IL18R1,8809,4.53e-29,1.086701126,1.086701126
SLC16A2,6567,2.78e-37,-1.08677423,1.08677423
AIRE,326,3.18e-11,-1.086861883,1.086861883
SESN2,83667,2.99e-41,-1.08706638,1.08706638
PRR29,92340,3.13e-27,1.08762597,1.08762597
LINC01450,101928744,6.84e-18,-1.087674236,1.087674236
SLC9C1,285335,6.51e-13,-1.087809631,1.087809631
SORT1,6272,1.06e-53,-1.087903313,1.087903313
PDE6B,5158,1.43e-27,1.088286534,1.088286534
NR2C2AP,126382,2.58e-113,1.088557471,1.088557471
RAB32,10981,5.97e-67,1.089031159,1.089031159
WDR49,151790,8.8e-19,-1.08947489,1.08947489
POU5F1P3,642559,3.82e-24,1.089757095,1.089757095
WFDC3,140686,6.04e-09,1.089798874,1.089798874
ERMN,57471,6e-18,1.090060878,1.090060878
FBXL8,55336,1.05e-48,1.090265494,1.090265494
RPGRIP1,57096,7.94e-36,1.090341858,1.090341858
PDE1B,5153,1.38e-37,1.090610723,1.090610723
NIPAL2,79815,3.78e-49,1.090642597,1.090642597
SPSB1,80176,4.02e-13,1.090826698,1.090826698
FCN1,2219,8.42e-11,1.09093629,1.09093629
ITGBL1,9358,1.46e-07,1.090941317,1.090941317
ZDHHC2,51201,4.18e-30,-1.09121527,1.09121527
ANKRD36,375248,1.79e-118,1.091599405,1.091599405
FBN1,2200,1.52e-19,1.091687031,1.091687031
HLA-L,3139,4.21e-38,1.091990783,1.091990783
MYLK4,340156,6.99e-15,-1.092061415,1.092061415
C10orf143,387723,1.69e-58,-1.092342701,1.092342701
PARD3B,117583,1.56e-77,-1.09244803,1.09244803
PPP1R42,286187,6.55e-10,-1.0925834,1.0925834
GOT1,2805,1.05e-41,-1.092759005,1.092759005
RCC1,1104,4.68e-32,1.092810849,1.092810849
RPL10,6134,5.75e-71,1.092896444,1.092896444
PKN3,29941,1.98e-36,1.093122459,1.093122459
PTPN5,84867,3.2e-07,1.093564639,1.093564639
TNMD,64102,1.96e-06,-1.093671397,1.093671397
ZNF165,7718,7.28e-31,-1.093842964,1.093842964
MCUR1,63933,2.91e-107,-1.094187476,1.094187476
TNFRSF10C,8794,1.63e-18,1.094236363,1.094236363
GSN,2934,2.19e-44,1.094314274,1.094314274
RACGAP1,29127,1.18e-42,1.094337636,1.094337636
CORO2A,7464,8.83e-16,1.09440301,1.09440301
DSP,1832,1.37e-08,-1.094906885,1.094906885
ENTPD1,953,1.22e-108,1.094937119,1.094937119
MGAT1,4245,5.27e-109,1.095502976,1.095502976
DSN1,79980,5.86e-117,1.095539379,1.095539379
TRIM21,6737,4.04e-88,1.095872867,1.095872867
PRRX1,5396,2.07e-11,1.096043275,1.096043275
PLEKHA4,57664,1.11e-27,1.096044864,1.096044864
EDNRA,1909,1.71e-24,1.096116908,1.096116908
NXPH3,11248,3.24e-13,1.096207934,1.096207934
ADGRE5,976,3.49e-39,1.096396324,1.096396324
GINS3,64785,2.02e-59,1.096905136,1.096905136
CLUH,23277,4.16e-57,-1.096942152,1.096942152
NRXN3,9369,1.04e-18,1.096983029,1.096983029
NAPEPLD,222236,6.9e-83,-1.097084019,1.097084019
SPDYE21,442572,9.32e-24,-1.097135652,1.097135652
PLEKHG2,64857,1.52e-42,1.097611579,1.097611579
LINC00161,118421,4.87e-14,1.097682854,1.097682854
DERL1,79139,1.99e-43,1.098380778,1.098380778
RNF123,63891,3.71e-147,-1.098643008,1.098643008
KIF20B,9585,4.62e-72,1.098724558,1.098724558
SLC48A1,55652,4.23e-65,-1.098831514,1.098831514
RCN1,5954,1.8e-31,1.098924039,1.098924039
TRIM7,81786,8.53e-15,1.099027512,1.099027512
AP3S1,1176,8.21e-65,1.099239936,1.099239936
NBN,4683,3.57e-49,1.099395344,1.099395344
CRAT,1384,3.65e-51,-1.099518354,1.099518354
SH3RF2,153769,1.34e-06,1.099581234,1.099581234
NUDT9,53343,6.2e-150,-1.099677469,1.099677469
CSF1,1435,1.03e-33,1.099721119,1.099721119
CDKL1,8814,1.02e-38,-1.099807349,1.099807349
LINC00853,100874253,2.47e-14,-1.100426217,1.100426217
AP1S2,8905,1.2e-81,1.10103064,1.10103064
SULT1C2,6819,1.01e-14,-1.101234162,1.101234162
COL4A2,1284,1.55e-39,1.101359666,1.101359666
LNPK,80856,4.83e-81,1.1014658,1.1014658
TRIP13,9319,3.92e-23,1.101470278,1.101470278
ZNF618,114991,2.25e-68,-1.101600036,1.101600036
MFSD12,126321,3.54e-48,-1.101728153,1.101728153
SDAD1P1,157489,1.8e-31,1.101930705,1.101930705
SLITRK6,84189,0.000296679,1.102101181,1.102101181
PGAP4,84302,3.08e-17,-1.102264647,1.102264647
ZNRF3,84133,8.07e-51,-1.102949494,1.102949494
PEAK3,374872,1.18e-19,1.102987313,1.102987313
SNHG26,109729180,5.87e-34,1.1031079,1.1031079
LINC00310,114036,3.04e-19,-1.103637125,1.103637125
LINC01607,101927067,1.02e-12,-1.103897721,1.103897721
FJX1,24147,7.05e-27,1.104072493,1.104072493
HGFAC,3083,5.28e-11,-1.104084124,1.104084124
LINC00987,100499405,1.29e-33,1.104850461,1.104850461
BTG1,694,4.48e-74,1.105033928,1.105033928
ADAM15,8751,9.92e-71,1.105205087,1.105205087
FAM189A2,9413,1.96e-34,-1.10526499,1.10526499
TPM1,7168,3.39e-41,1.10542638,1.10542638
AFAP1L2,84632,1.04e-28,-1.105536036,1.105536036
BMP6,654,3.31e-14,-1.105812269,1.105812269
PDZK1IP1,10158,3.65e-19,-1.106020695,1.106020695
LEPROTL1,23484,2.49e-61,1.106569504,1.106569504
SNORA80A,677846,3.92e-20,1.107084077,1.107084077
LRRC4B,94030,4e-21,1.107556282,1.107556282
MR1,3140,3.73e-66,1.107593124,1.107593124
CERKL,375298,3.28e-13,-1.107803574,1.107803574
CALHM2,51063,8.8e-42,1.107893587,1.107893587
RFC4,5984,2.27e-72,1.10817936,1.10817936
LNCOC1,100288181,2.4e-15,1.108248147,1.108248147
FIGNL2,401720,4.58e-22,-1.108635259,1.108635259
SLC25A30-AS1,100874259,4.55e-17,-1.108685354,1.108685354
IQCH-AS1,100506686,1.06e-73,-1.108958507,1.108958507
PRC1-AS1,100507118,1.37e-31,1.109615698,1.109615698
CD34,947,7.29e-37,1.109720395,1.109720395
RASSF3,283349,2.03e-68,1.110145342,1.110145342
NRM,11270,1.94e-63,1.110245119,1.110245119
FCHSD1,89848,3.39e-41,1.110444066,1.110444066
OXT,5020,8.97e-05,-1.111048844,1.111048844
GNRH1,2796,8.49e-67,1.111082992,1.111082992
BICDL2,146439,3.43e-10,1.111294061,1.111294061
PTPN6,5777,1.87e-65,1.111338958,1.111338958
RPS5,6193,1.18e-62,1.111826732,1.111826732
IRAK3,11213,1.75e-30,1.112358164,1.112358164
ANKRD37,353322,4.37e-32,1.112364732,1.112364732
SEMA3D,223117,6.79e-08,-1.112386631,1.112386631
SOX6,55553,7.46e-25,-1.112416817,1.112416817
NPC1L1,29881,0.000119594,-1.112724868,1.112724868
LINC01431,100505683,4.63e-24,-1.1128576,1.1128576
KCNB1,3745,1.74e-09,1.112936127,1.112936127
HTD2,109703458,2.74e-35,-1.113122283,1.113122283
TRPV3,162514,4.63e-07,1.113747387,1.113747387
EVI2A,2123,2.62e-62,1.114189262,1.114189262
GPR183,1880,1.3e-23,1.114227476,1.114227476
GRTP1,79774,1.82e-34,-1.114411587,1.114411587
NNAT,4826,5.91e-74,-1.114590765,1.114590765
RUNX2,860,2.51e-32,1.114826774,1.114826774
DIPK2A,205428,3.71e-127,1.114863256,1.114863256
ATG16L1,55054,1.03e-22,1.114982479,1.114982479
PLXNB3,5365,3.04e-12,1.115038968,1.115038968
OBI1,79596,4.78e-132,1.115109452,1.115109452
MAMDC2,256691,6.33e-27,-1.115115993,1.115115993
SLC22A11,55867,3.51e-12,-1.115233433,1.115233433
SEC61G,23480,2.97e-67,1.115326111,1.115326111
SH3BGRL3,83442,5.81e-55,1.115355942,1.115355942
ACVRL1,94,1.37e-42,1.115799273,1.115799273
MGC16275,85001,5.2e-33,1.115894348,1.115894348
SHROOM1,134549,3.57e-55,1.115944447,1.115944447
LINC00921,283876,3.39e-50,1.116129284,1.116129284
ANO7,50636,1.25e-40,1.116175543,1.116175543
PTGFRN,5738,4.41e-19,1.116239793,1.116239793
OPLAH,26873,3.37e-49,-1.116308402,1.116308402
SEC24D,9871,1.64e-51,1.116363917,1.116363917
SENCR,100507392,2.38e-41,1.116577625,1.116577625
ARPC5,10092,5.32e-136,1.116635311,1.116635311
PLAAT4,5920,6.11e-17,1.116978257,1.116978257
GPAT2,150763,6.23e-19,1.117059897,1.117059897
ZEB1,6935,6.65e-60,1.117152323,1.117152323
PARP9,83666,5.03e-55,1.118042238,1.118042238
FAHD2B,151313,3.14e-19,-1.118849122,1.118849122
CD69,969,8.64e-15,1.11889567,1.11889567
IMPDH1,3614,4.53e-46,1.118946279,1.118946279
MAPK8IP1,9479,1.63e-34,-1.119976346,1.119976346
KLF5,688,1.34e-13,-1.120077942,1.120077942
LINC00964,157381,1.12e-15,-1.120465268,1.120465268
SALL4,57167,4.91e-07,1.120473947,1.120473947
SNORA65,26783,2.42e-25,1.120578888,1.120578888
TBC1D2,55357,3.57e-28,1.121114409,1.121114409
CKS1B,1163,1.62e-76,1.121964976,1.121964976
ITGB7,3695,5.92e-44,1.122044021,1.122044021
OTOAP1,653786,1.32e-13,1.122270662,1.122270662
RPL41,6171,2.47e-69,1.122505033,1.122505033
PDE11A,50940,1.21e-13,1.122855388,1.122855388
RIT1,6016,3.45e-91,1.123042516,1.123042516
GCNT4,51301,6.03e-13,-1.123153947,1.123153947
KBTBD8,84541,2.93e-36,1.123291419,1.123291419
KITLG,4254,1.6e-22,-1.123357711,1.123357711
VANGL2,57216,2.45e-09,-1.123453631,1.123453631
DISP2,85455,2.22e-13,1.123490135,1.123490135
CD276,80381,1.09e-63,1.124300314,1.124300314
ACADM,34,6.68e-41,-1.124352943,1.124352943
LUZP2,338645,9.81e-05,-1.124513044,1.124513044
JUP,3728,6.18e-68,-1.124633809,1.124633809
MIR4499,100616304,7.56e-18,-1.124953283,1.124953283
METRNL,284207,2.29e-28,-1.125109465,1.125109465
BMP2K,55589,2.08e-79,1.125170558,1.125170558
GLIS2,84662,6.07e-36,-1.125647682,1.125647682
PRSS37,136242,3.07e-20,1.125679459,1.125679459
IGDCC4,57722,0.000193315,1.126074428,1.126074428
FADS2,9415,1.42e-11,1.126107776,1.126107776
C6orf136,221545,2.32e-181,-1.126200956,1.126200956
RPL36,25873,5.63e-46,1.126210104,1.126210104
LRFN3,79414,7.88e-42,-1.126229698,1.126229698
LINC00649,100506334,1.14e-14,1.126807315,1.126807315
CXCR1,3577,1.17e-09,1.127382968,1.127382968
ALDH1L1-AS2,100862662,5.59e-09,-1.127383971,1.127383971
KIF23,9493,3.09e-24,-1.127401594,1.127401594
DGCR6,8214,0.002735163,1.127483545,1.127483545
NAT8,9027,3.17e-11,-1.127490255,1.127490255
RPL37,6167,1.82e-63,1.127603233,1.127603233
GRAMD2A,196996,8.68e-20,-1.127620004,1.127620004
ACAP1,9744,9.55e-76,1.12764456,1.12764456
LMO1,4004,3.36e-06,-1.127874896,1.127874896
MTUS2,23281,2.71e-11,1.127940032,1.127940032
GNG2,54331,7.41e-51,1.128133387,1.128133387
OAT,4942,4.38e-50,-1.128148343,1.128148343
ADCY3,109,4.38e-63,1.128960437,1.128960437
PRUNE2,158471,8.59e-28,1.129259343,1.129259343
STARD9,57519,1.01e-60,1.129349616,1.129349616
TPD52L1,7164,6.37e-17,-1.129467237,1.129467237
ENTPD3-AS1,285266,7.7e-53,-1.129939267,1.129939267
MYO10,4651,1.04e-53,-1.130276256,1.130276256
PCDHGA6,56109,7.23e-17,1.130913987,1.130913987
ELF4,2000,6.06e-40,1.131020828,1.131020828
LINC00598,400123,1.21e-49,-1.131186478,1.131186478
AKR1B1,231,2.52e-10,1.131213437,1.131213437
LINC02649,399715,2.95e-19,1.131480385,1.131480385
SYNGR1,9145,5.75e-25,-1.131531645,1.131531645
REC8,9985,2.58e-38,-1.131946375,1.131946375
DDIAS,220042,1.19e-34,1.132386107,1.132386107
MRPL41,64975,5.78e-56,-1.132588502,1.132588502
GUCY1A1,2982,7.31e-71,1.133312295,1.133312295
TBC1D4,9882,7.18e-51,-1.13349807,1.13349807
RAB15,376267,5.75e-56,-1.133572199,1.133572199
MIR4435-2HG,541471,1.21e-21,1.134094822,1.134094822
MAP7D3,79649,2.84e-68,1.135205383,1.135205383
CCN2,1490,2.5e-15,-1.135273874,1.135273874
FNDC10,643988,2.54e-14,-1.135593781,1.135593781
ACY3,91703,4.42e-17,-1.135702329,1.135702329
PCDHGA8,9708,8.43e-16,1.135796218,1.135796218
CCDC188,388849,6.49e-26,1.135921619,1.135921619
KIF13B,23303,2.65e-107,-1.13643563,1.13643563
APCS,325,0.038368143,1.136853237,1.136853237
PRSS30P,124221,8.08e-14,1.136923578,1.136923578
MIR223HG,115891964,2.28e-29,1.137352549,1.137352549
MIR4521,100616406,0.002400653,1.137513186,1.137513186
RIDA,10247,2.86e-19,-1.137580086,1.137580086
HNF1A-AS1,283460,1.75e-18,-1.138033635,1.138033635
PDHA1,5160,6.36e-139,-1.138230565,1.138230565
EYA1,2138,1.3e-05,1.138275095,1.138275095
VIP,7432,3.72e-15,1.138314352,1.138314352
KLF15,28999,3.31e-09,-1.138951609,1.138951609
CFAP73,387885,1.05e-11,-1.139221992,1.139221992
RELL1,768211,1.6e-99,1.139574905,1.139574905
RHOB,388,1.91e-17,1.139765529,1.139765529
F2R,2149,4.01e-37,1.139892524,1.139892524
STK17B,9262,8.52e-39,1.140135738,1.140135738
AMFR,267,1.2e-110,-1.14052718,1.14052718
DPP9-AS1,100131094,5.12e-24,1.140610391,1.140610391
SCAP,22937,4.37e-177,-1.140812479,1.140812479
TSPO,706,6.22e-62,1.141436622,1.141436622
NSUN7,79730,4.35e-36,-1.141722715,1.141722715
CCR8,1237,2.62e-11,1.141779919,1.141779919
BEND6,221336,3.65e-10,1.14194741,1.14194741
UPK1B,7348,3.21e-07,-1.141992899,1.141992899
EZH2,2146,4.21e-65,1.142193277,1.142193277
OGG1,4968,2.41e-81,-1.142268607,1.142268607
TSGA10,80705,8.04e-54,-1.142355958,1.142355958
DPYD-AS2,100873933,1.14e-29,1.142362482,1.142362482
KLKB1,3818,7.93e-15,-1.142544451,1.142544451
MAP1B,4131,6.68e-27,1.142720069,1.142720069
TNNI3K,51086,2.01e-17,-1.142810509,1.142810509
DUSP8,1850,2.42e-14,-1.142841884,1.142841884
SCARF1,8578,4.79e-66,1.143128774,1.143128774
SYT13,57586,1.66e-06,1.143380299,1.143380299
LINC01886,105373537,5.59e-11,1.143558723,1.143558723
KCNMB1,3779,1.36e-27,1.143879616,1.143879616
KCNK2,3776,0.000343183,1.143902837,1.143902837
SEMA6A,57556,8.77e-35,1.144143072,1.144143072
SGPP1,81537,1.01e-77,-1.144191131,1.144191131
GYPA,2993,7.42e-13,-1.14422471,1.14422471
ZNF793-AS1,101927720,8.74e-31,-1.14477107,1.14477107
SERPINB8,5271,2.76e-28,1.14513807,1.14513807
RPS8,6202,3.85e-60,1.14526421,1.14526421
SLC1A7,6512,2.23e-05,1.145311773,1.145311773
AGPAT3,56894,8.16e-57,-1.145650367,1.145650367
CCDC178,374864,3.95e-16,-1.145812639,1.145812639
BAX,581,2.38e-134,1.146123983,1.146123983
LRRC46,90506,1.17e-36,-1.146300816,1.146300816
LYPD5,284348,2.58e-19,1.146833296,1.146833296
ERFE,151176,1.16e-08,-1.14690391,1.14690391
CCR7,1236,5.76e-12,1.147110772,1.147110772
FLRT2,23768,3.56e-14,-1.147675583,1.147675583
RIPOR3-AS1,100506175,1.42e-09,-1.147789221,1.147789221
RAB38,23682,1.91e-59,1.147844066,1.147844066
VSTM5,387804,2.41e-15,-1.14799312,1.14799312
SLC17A4,10050,2.02e-09,1.148272324,1.148272324
ARHGEF37,389337,8.68e-31,1.14852138,1.14852138
FCN3,8547,1.13e-11,1.148727652,1.148727652
CHML,1122,5.92e-50,1.149013056,1.149013056
GBP3,2635,2.34e-21,1.149083858,1.149083858
PIK3R3,8503,2.9e-37,1.149173215,1.149173215
MMP25,64386,6.7e-31,1.149344042,1.149344042
ADCK2,90956,2.87e-87,1.149485196,1.149485196
RESF1,55196,2.84e-94,1.14976265,1.14976265
TSPAN4,7106,5.21e-115,1.150072294,1.150072294
PSMG3-AS1,114796,1.84e-54,-1.150505167,1.150505167
PIM2,11040,1.99e-30,1.150564395,1.150564395
ARC,23237,2.26e-08,-1.150708254,1.150708254
OR56B2P,390073,5.2e-06,1.150796096,1.150796096
FBXO17,115290,2.4e-65,1.150799273,1.150799273
TUBB,203068,1.82e-88,1.151212442,1.151212442
ADCK1,57143,3.3e-151,-1.151313481,1.151313481
LXN,56925,6.99e-62,1.151369698,1.151369698
SLFN12,55106,6.26e-62,1.151530546,1.151530546
ZNF853,54753,4.55e-22,-1.151674349,1.151674349
MX1,4599,1.91e-33,1.152473317,1.152473317
UQCRFS1,7386,7.72e-103,-1.152633722,1.152633722
DDX60,55601,5.92e-84,1.15266884,1.15266884
CACNA1I,8911,1.81e-07,1.152826324,1.152826324
DHRS2,10202,2.14e-06,-1.153220763,1.153220763
MAP3K20,51776,7.33e-62,1.154135337,1.154135337
GLIS2-AS1,101926896,1.22e-29,-1.154248039,1.154248039
CPT1C,126129,8.27e-25,1.15428421,1.15428421
CFAP65,255101,3.36e-05,-1.154701674,1.154701674
ELAPOR1,57535,2.64e-15,1.154934462,1.154934462
KIAA0930,23313,3.59e-55,1.154934471,1.154934471
SFR1,119392,4.25e-68,1.155244915,1.155244915
MSRB1,51734,5.25e-26,-1.15525278,1.15525278
PRR5,55615,1.93e-46,-1.155285817,1.155285817
IRF2BPL,64207,2.63e-61,-1.155392987,1.155392987
MKRN2OS,100129480,3.92e-96,-1.155791261,1.155791261
MYO16,23026,3.18e-13,-1.155924552,1.155924552
RNF182,221687,2.5e-08,-1.155940416,1.155940416
CAVIN1,284119,1.24e-67,1.15595563,1.15595563
LINC01535,101927667,1.17e-24,-1.156251904,1.156251904
NPTX1,4884,2.84e-06,-1.156388717,1.156388717
BRWD1-AS2,103091865,4.02e-30,-1.156668582,1.156668582
ACBD7,414149,7.41e-26,-1.157055296,1.157055296
MIR5190,100847080,1.61e-20,1.157312361,1.157312361
SNX33,257364,8.92e-75,1.15824115,1.15824115
TOR4A,54863,1.64e-65,1.158901396,1.158901396
KCTD11,147040,2.79e-56,1.159002328,1.159002328
HEYL,26508,6.28e-19,1.159356016,1.159356016
GDF3,9573,3.69e-09,-1.159557712,1.159557712
CD99,4267,2.86e-100,1.159630125,1.159630125
KCNJ16,3773,3.88e-46,-1.159715402,1.159715402
ADGRA2,25960,3.24e-30,1.15985952,1.15985952
MYO9B,4650,2.77e-74,1.160664315,1.160664315
SH2D3C,10044,1.15e-42,1.160699116,1.160699116
MYADM,91663,1.17e-17,1.160792505,1.160792505
TOMM20L,387990,4.44e-36,-1.160799733,1.160799733
GPC4,2239,2.3e-20,-1.160847455,1.160847455
PTPN13,5783,7.61e-56,-1.160936025,1.160936025
SP140L,93349,8.42e-80,1.16103353,1.16103353
C18orf54,162681,7.49e-42,1.161137395,1.161137395
PRSS23,11098,4.18e-66,1.161847116,1.161847116
CACNA1E,777,2.61e-10,-1.161950061,1.161950061
NBPF15,284565,2.59e-56,1.162241191,1.162241191
TUBB2A,7280,1.03e-31,-1.162538518,1.162538518
NR4A1AS,115409980,7.06e-08,-1.162704463,1.162704463
MYO5B,4645,1.93e-41,-1.162827735,1.162827735
BNIP3L,665,6.24e-66,1.162999276,1.162999276
LPAR4,2846,3e-11,1.163266953,1.163266953
HORMAD2-AS1,101929664,9.6e-13,-1.163852082,1.163852082
ACOX1,51,2.38e-52,-1.164067388,1.164067388
ARG2,384,1.35e-08,-1.164678754,1.164678754
PLEKHA2,59339,2.3e-79,1.165178749,1.165178749
C1R,715,1.51e-14,1.165381672,1.165381672
JSRP1,126306,5.11e-09,1.165718848,1.165718848
QPCT,25797,2.85e-08,1.16594096,1.16594096
MPO,4353,6.01e-07,1.166015709,1.166015709
ECI2,10455,8.52e-52,-1.166539302,1.166539302
ZP3,7784,6.68e-18,1.166930792,1.166930792
ABCG8,64241,1.98e-15,-1.16700945,1.16700945
CCDC15,80071,2.6e-52,1.167012168,1.167012168
GAREM2,150946,4.56e-28,1.167231737,1.167231737
NTSR1,4923,2.15e-13,-1.167242288,1.167242288
RASSF8,11228,1.04e-55,-1.167810239,1.167810239
SNORA46,677827,2.29e-27,1.16821825,1.16821825
LINC02301,101928599,0.00485151,-1.168339291,1.168339291
KCTD6,200845,6.17e-87,-1.168340258,1.168340258
BCO1,53630,1.79e-23,1.168438052,1.168438052
IGSF9,57549,1.77e-13,-1.168720072,1.168720072
SLC23A3,151295,4.87e-08,-1.169317852,1.169317852
EBP,10682,7.12e-54,-1.169436133,1.169436133
TMC7,79905,1.11e-35,1.169692427,1.169692427
SLPI,6590,0.000896216,-1.170085592,1.170085592
BHMT2,23743,1.02e-25,-1.170523003,1.170523003
HPS3,84343,3.96e-63,1.170678764,1.170678764
KCNA2,3737,9.09e-10,1.170920899,1.170920899
VAMP5,10791,1.04e-71,1.171009682,1.171009682
TSPAN1,10103,5.67e-09,-1.171434601,1.171434601
OCA2,4948,2.09e-09,1.171568277,1.171568277
DES,1674,0.00059572,-1.171595185,1.171595185
ABCA9,10350,4.03e-15,-1.171752151,1.171752151
ITPR3,3710,7.67e-24,1.172134268,1.172134268
BCR,613,6.91e-94,-1.172180843,1.172180843
CIP2A,57650,1.97e-41,1.172319379,1.172319379
TRIM46,80128,1.31e-11,1.172377132,1.172377132
CCL23,6368,1.59e-18,-1.17250159,1.17250159
SEMA3A,10371,6.79e-11,1.172541046,1.172541046
LINC01159,102682016,6.95e-34,-1.17258255,1.17258255
TAS1R1,80835,7.15e-20,-1.172921537,1.172921537
HBA1,3039,6.54e-07,1.172942091,1.172942091
LINC00923,91948,1.29e-08,-1.172947078,1.172947078
LYL1,4066,8.16e-53,1.172979578,1.172979578
RNF149,284996,3.3e-106,1.17373514,1.17373514
DOP1B,9980,9.11e-28,1.173950148,1.173950148
ABCC1,4363,1.59e-36,1.174567976,1.174567976
RAMP2,10266,4.74e-35,1.175792656,1.175792656
TMEM229B,161145,2.66e-33,1.175898656,1.175898656
CCDC112,153733,8.14e-72,1.176047698,1.176047698
HSD17B1,3292,3.74e-21,-1.176670141,1.176670141
STPG3-AS1,100129722,1.82e-14,-1.176713963,1.176713963
TMEFF2,23671,2.85e-08,1.177384867,1.177384867
TMIE,259236,8.33e-22,-1.177392439,1.177392439
INKA1,389119,3.23e-25,1.177984661,1.177984661
QSOX1,5768,7.23e-22,1.178190655,1.178190655
NPM1,4869,5.36e-79,1.178238011,1.178238011
MIS18BP1,55320,3.19e-104,1.178376642,1.178376642
FBXW4P1,26226,1.91e-46,-1.17855912,1.17855912
SMYD2,56950,3.64e-114,1.178766266,1.178766266
SERPINH1,871,5.46e-48,1.179236513,1.179236513
LINC00996,285972,1.55e-13,1.17946712,1.17946712
MORN4,118812,1.79e-49,-1.179696396,1.179696396
TMEM86A,144110,2.03e-43,-1.179750082,1.179750082
CLIC1,1192,2.34e-100,1.180287665,1.180287665
ANGPTL2,23452,1.14e-36,1.180440345,1.180440345
FOXC2,2303,9.92e-14,1.180454426,1.180454426
PLEKHF1,79156,3.98e-30,1.180685903,1.180685903
OLIG1,116448,7.17e-05,-1.180917719,1.180917719
KCNJ11,3767,6.41e-21,-1.181173448,1.181173448
RGS20,8601,4.38e-13,1.181270733,1.181270733
MYH4,4622,0.004067683,-1.181389337,1.181389337
TAF7L,54457,1.12e-19,-1.181432117,1.181432117
NUDT4,11163,1.1e-43,-1.181625071,1.181625071
SEMA6C,10500,1.53e-32,-1.181706588,1.181706588
GPR82,27197,1.52e-43,1.181752096,1.181752096
MXD3,83463,2.16e-46,1.181817053,1.181817053
ACAD11,84129,7.54e-32,1.181841875,1.181841875
RADX,55086,6.57e-22,1.181845291,1.181845291
ADRA2C,152,1.01e-12,-1.182101685,1.182101685
PFN2,5217,2.89e-26,-1.182595076,1.182595076
RPS15,6209,1.72e-66,1.182676332,1.182676332
CH25H,9023,9.55e-10,-1.183159393,1.183159393
ABCC5-AS1,100873982,7.22e-25,-1.183283565,1.183283565
EPM2A,7957,5.87e-113,-1.183572979,1.183572979
C3orf36,80111,2.38e-16,1.183993954,1.183993954
OR2T10,127069,1.8e-05,-1.184051541,1.184051541
ATP1B1,481,5.71e-52,-1.184117686,1.184117686
BAZ1A,11177,2.4e-73,1.184273633,1.184273633
EVL,51466,5.4e-68,1.184587757,1.184587757
SLC16A11,162515,2.82e-21,-1.184630682,1.184630682
C17orf49,124944,2.06e-30,1.184918017,1.184918017
NR3C1,2908,1.58e-99,1.184960864,1.184960864
OR2T34,127068,1.1e-05,-1.185324455,1.185324455
NKD2,85409,1.71e-07,1.185376365,1.185376365
TBC1D30,23329,8.27e-54,-1.185501006,1.185501006
GPR101,83550,6.87e-18,1.185624112,1.185624112
MBOAT2,129642,3.78e-36,-1.185636879,1.185636879
AURKA,6790,3.39e-33,1.185795702,1.185795702
ABI3BP,25890,2.69e-14,1.186024487,1.186024487
SH2D4B,387694,9.79e-15,1.186074338,1.186074338
C9orf43,257169,2.55e-47,-1.186908207,1.186908207
TMOD2,29767,1.23e-41,1.187711818,1.187711818
PPM1J,333926,1.11e-30,-1.187757867,1.187757867
GAS5,60674,4.38e-38,1.188900035,1.188900035
CCR9,10803,3.91e-26,-1.189596472,1.189596472
SLC12A6,9990,7.85e-62,-1.189642782,1.189642782
SLC35F1,222553,4.22e-20,1.189750288,1.189750288
SCG3,29106,2.12e-15,1.190064195,1.190064195
CCNI2,645121,3.38e-34,-1.190762236,1.190762236
ECSCR,641700,9.82e-27,1.190971375,1.190971375
ANK3,288,9.21e-29,-1.191122663,1.191122663
ARHGEF6,9459,4.3e-97,1.191638852,1.191638852
GLRB,2743,3.24e-08,-1.191697506,1.191697506
TTC39A,22996,5.95e-20,1.192110168,1.192110168
TMEM144,55314,4.31e-70,1.192205201,1.192205201
PAK3,5063,4.26e-11,1.192532995,1.192532995
LPAR6,10161,6.53e-76,1.192572323,1.192572323
DOCK4-AS1,100506413,4.1e-76,1.193413199,1.193413199
PLAAT1,57110,1.52e-07,1.193425542,1.193425542
ABHD14B,84836,2.05e-98,-1.193484714,1.193484714
SLCO5A1,81796,1.76e-13,1.193939381,1.193939381
MYCT1,80177,2.27e-34,1.193996147,1.193996147
RPS27,6232,1.54e-64,1.194219853,1.194219853
UST,10090,5.09e-20,-1.194264034,1.194264034
ARHGAP26-IT1,100874372,6.56e-43,1.194702291,1.194702291
SP5,389058,9.83e-06,1.194914031,1.194914031
ZGPAT,84619,2.19e-52,-1.194957988,1.194957988
TPK1,27010,1.57e-57,1.194962468,1.194962468
C2orf15,150590,1.8e-55,-1.19522773,1.19522773
CCDC169,728591,1.19e-12,-1.195293791,1.195293791
C1orf147,574431,2.14e-16,1.195335447,1.195335447
NHSL1,57224,2.62e-58,-1.195400337,1.195400337
PANK1,53354,1.22e-21,-1.195658294,1.195658294
LINC01648,101929406,2.57e-09,-1.196019196,1.196019196
